Drug Name,Drug ID,Strength,Pack Size,Price,Expiry Date,Batch Number,Manufacture Date,Country of Origin,Drug Interactions,Patient Age Group,Patient Gender,Patient Weight,Geographic Region,Sales Volume,Manufacturer,Generic Drug Name,Route of Adminstration,Storage Conditions,Prescription Required,Therapeutic Class,Dosage Form,Adverse Reactions
Pantocid,bb62c225-d600-456c-900c-625166c7fc4e,873,1,249.86,2025-04-14,0f95e4a1-dde0-45fc-81b9-da26eb301bf5,2019-11-09,Germany,Medical either perhaps house trade attention tree.,Pediatric,Female,82,Surat,24,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Amoxyclav,55dd6358-0601-4945-940f-862297c2b208,226,24,26.69,2025-01-01,cbd12b5d-c886-41a1-bddc-f3a3ee1ea249,2021-08-25,Germany,Enough popular particularly each view.,Elderly,Female,86,Hyderabad,3,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Combiflam,9253889c-7fb5-4a07-9152-bdd6b8ded5b0,304,15,270.73,2025-12-25,9563fd81-3e56-489c-bc26-58691733969d,2020-07-24,Switzerland,Article floor at appear major senior house.,Elderly,Male,76,Delhi,92,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,3ee06b19-c2b8-4d9a-a98d-cf2dcf925db7,726,33,12.25,2027-03-27,ebe246d9-56dd-4e8c-ac44-35c3fed9092c,2020-11-03,Switzerland,According us boy success church at soldier.,Elderly,Female,62,Jaipur,58,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Crocin,108e0b49-ecb4-44fe-b120-12f7140bcd82,275,19,410.84,2024-06-10,c6ce323e-fd34-4038-a41a-af91c0b7e414,2020-07-01,United States,Stage half rather act least against think only.,Pediatric,Male,67,Mumbai,33,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,bb8470d2-8847-4ff5-9351-29dd16662425,566,18,145.66,2024-11-11,33e732e8-f10d-49f4-b988-83e2528eeed7,2021-03-22,Germany,Against positive rather anything.,Elderly,Female,53,Hyderabad,75,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,84497675-9af4-417b-aed9-438804778c94,122,43,414.25,2027-11-29,d8173797-8de7-4a09-950e-1420da9f733f,2019-09-30,Germany,Dream run subject through.,Adult,Female,77,Kolkata,22,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Amoxyclav,3efc72ee-a6dc-4a2d-b412-9f65bc190689,176,17,195.82,2026-07-18,5bb630e9-80ae-456f-ba61-af67a5d1a810,2022-12-19,Germany,Service game break require cost blue sit.,Elderly,Male,90,Chennai,52,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,916075d1-6204-4146-a2b6-9e43ba45469c,230,20,179.59,2025-05-02,d0569eff-ab58-494f-8ccb-b9150714aed5,2023-11-05,India,As their evidence.,Pediatric,Female,81,Surat,97,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Cetrizine,974c2fcb-e779-4b64-aae8-348955e74884,47,27,436.35,2024-12-15,2a501493-a465-42c1-9e20-905f50078728,2020-02-08,United States,Identify chance what blood heavy.,Elderly,Male,88,Pune,77,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Atorva,5f1e7b01-9719-474b-8414-e6d6e4f8ce40,547,44,79.77,2026-10-30,8ec41a21-30c9-4d33-88cb-ebcfd7722bcc,2022-06-12,Germany,Increase test detail performance receive sport message.,Elderly,Female,56,Chennai,91,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,7928a3f7-775d-4ab4-949b-c25575d6865e,244,16,144.75,2026-12-10,c4aa5214-003f-4616-a499-895517555b50,2022-03-28,Germany,Old professional doctor.,Pediatric,Female,80,Mumbai,74,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Ciplox,ecc95f21-814e-467b-9977-9295c7b59adb,299,1,267.68,2024-05-17,a3cd1319-863a-4345-81c2-1eaa8c151d2b,2020-05-27,Switzerland,Soon at southern newspaper.,Adult,Male,77,Delhi,80,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Omez,70c0e45b-92e5-4473-b3e8-3bbdb7b40871,41,27,121.46,2024-09-24,7b193b4f-e283-4607-882d-aa21eb4e15c3,2019-12-12,United States,Many light beyond question strategy seem.,Pediatric,Male,74,Mumbai,81,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Azee,f3e5d74f-ff97-4867-a66d-b31147f7b76d,655,3,259.36,2025-10-26,c412a0bc-1a2a-4454-8e29-80ed9eac1e58,2022-05-10,India,Cause service wait himself edge civil seek.,Pediatric,Male,70,Chennai,54,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Ciplox,6b1c6885-5368-44e2-96d5-ddad83fe76a6,152,1,306.01,2027-02-07,65b789f2-470f-4b8f-85bb-a70d854ebbd2,2023-06-21,Germany,Remain region case alone value cup nation.,Elderly,Female,57,Bangalore,99,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,d2fd426d-f944-4ff8-bcf9-d7b6f9560e2c,965,2,156.81,2028-04-21,c583eb69-a44a-4a0d-8a36-87d49fdaa517,2019-09-26,Switzerland,Spend health president bit consumer.,Pediatric,Female,58,Chennai,80,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,1bde322c-9f55-4794-b08a-f5ef156339aa,905,10,309.7,2027-10-25,6a9c32d2-08e2-40cf-b876-4620aeb0c824,2022-04-08,United States,Leader field foot forward.,Elderly,Female,61,Pune,74,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Atorva,1afdce07-c324-4b29-8e5d-df970448b1a6,285,24,273.42,2026-04-24,cec0ffe8-75c5-427b-9f92-f87a67702f84,2023-01-08,India,Region trouble employee upon.,Elderly,Female,57,Bangalore,49,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Cetrizine,ba049476-b538-41f9-91d7-86f5bb250620,950,34,446.01,2024-08-04,d3cf534a-77d5-4a61-8c26-1ea090676569,2022-03-08,India,Imagine score officer movement particular people itself.,Elderly,Female,73,Chennai,100,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Cetrizine,fb4f149b-4030-4bd4-92c5-229dffea7f7c,137,48,291.8,2025-09-14,1e43b21a-9006-4983-909f-f9bfc90b88dd,2020-04-24,Germany,Far behavior exactly degree between fact.,Pediatric,Male,98,Hyderabad,85,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Azee,5ec70930-300c-4acf-9e15-3a66fc10a7b8,277,39,468.53,2028-12-30,8b7a72fd-c623-402b-a8b6-4cf55408fb4e,2019-03-20,India,Trial believe school break prove.,Elderly,Female,53,Pune,38,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Crocin,b5df3845-4356-4eea-a21e-65b6487ea97d,895,21,492.48,2026-11-10,a5033b35-20ca-47ea-a28a-260382d9a971,2023-07-10,India,Then area against election class.,Pediatric,Female,52,Delhi,71,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,f750f3a0-e103-4b01-b542-804522bd35b0,810,22,326.96,2028-03-30,dc333cd4-8b10-44a5-b527-47934cd493f5,2021-05-10,India,That travel build seek.,Elderly,Male,54,Surat,83,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,8467ae94-e4fd-4736-8c84-b5e9af087faa,53,11,17.11,2025-04-20,ab861a13-5795-494b-8fb8-8bd8ce8e68e3,2022-02-13,Germany,Everybody believe medical size herself.,Elderly,Female,67,Hyderabad,78,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,6fb4b376-833c-4467-99ff-9a6cc95e4735,658,37,211.28,2024-08-31,0fb44094-bd9b-4fff-b7bd-250da89e85ff,2022-11-29,United States,Cause less nice arrive.,Adult,Male,56,Delhi,98,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Pantocid,2b599ceb-340b-4244-9fbf-4ec591da3e0c,255,28,101.06,2027-07-25,0c79c1cd-825d-491a-9483-4a8366401ecf,2022-11-15,India,Response range record say strong focus.,Pediatric,Male,85,Ahmedabad,77,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Amoxyclav,a4e03f28-24c4-4a93-9a14-f7c1e8560fb5,844,16,444.13,2028-01-18,ff75c8ef-80b6-4d1d-96d6-69fc2db995d2,2021-06-10,Germany,Right animal low season according hundred back.,Adult,Male,84,Chennai,96,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,7146ade2-e3a2-4c6d-a022-fdaebea5d18c,216,36,30.64,2024-07-26,a559a597-646e-423a-8087-8ae02db8ff22,2021-01-11,Switzerland,Candidate take hit term tend.,Pediatric,Male,67,Chennai,94,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Dolo-650,c79e28e6-1992-42d4-b28b-f3689d114165,548,26,102.91,2026-05-13,689761ad-7e52-4114-b0d9-162a67559900,2023-06-27,Germany,Feel too sing either clearly.,Adult,Female,58,Pune,87,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Pantocid,4c82962c-e31c-47c5-a1e7-98a5ddfc7283,119,13,408.56,2025-03-21,5293c103-45fa-4d7f-8273-748f618c3919,2024-02-08,India,Who change adult activity court sport star.,Adult,Female,100,Mumbai,87,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Cetrizine,6a57bb8b-a1d7-449d-b5a7-85357ff0d056,2,40,165.47,2028-11-13,38bcfb21-9c15-4338-8637-5d091a04cf1c,2022-08-07,Switzerland,Bit bit some material.,Adult,Male,56,Mumbai,98,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Amoxyclav,93b56551-9591-4e10-9c85-cffee5cf4f06,665,42,378.92,2025-02-23,bb978b5e-0b59-408a-bb63-45e3af111f8e,2019-04-25,Switzerland,Hot health between guy series.,Elderly,Female,97,Chennai,59,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,b1b0150f-95d9-4f64-89f9-7063633b6632,356,26,456.25,2025-09-29,3abb3240-b397-406c-8eba-0be4aa6c2dfd,2019-03-25,India,Who serve laugh if them such other.,Adult,Female,93,Hyderabad,12,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,2717c118-1c4f-4e49-b815-10a680dbe29b,648,4,32.1,2026-01-07,989e230d-b351-4cf5-ba86-ee777c1a94db,2020-08-11,India,Today hand five.,Adult,Female,77,Bangalore,67,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Crocin,c578561a-cc2d-466a-bf89-c53b7fff665a,620,37,247.28,2025-02-05,0e43e5ad-457c-408e-8935-8045740c1f86,2022-02-15,United States,Such official focus exist.,Adult,Male,63,Delhi,38,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,87ae691c-9aae-4352-b183-3e1f7d8b6b03,996,28,403.03,2024-07-23,957c1ac0-beb0-4bc4-8575-3a71082d2f0b,2022-08-29,Switzerland,Speech foot appear seven.,Adult,Female,52,Bangalore,19,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,fef06c17-4d6b-4381-8f8e-ad45a8f2831a,378,9,282.36,2027-12-17,dd248cb0-08c0-479f-9524-de30c4d431b3,2022-08-19,India,Edge should military hospital issue city black.,Pediatric,Female,92,Surat,69,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,271ad308-7eb2-47b8-9cd9-5048ea92afaa,333,41,305.39,2029-03-07,e331f7c2-0a13-49b5-bcd1-ebac1b8d5ae6,2023-01-05,United States,Art bed unit each writer.,Elderly,Female,86,Jaipur,47,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Atorva,8928b989-ed31-4d81-b95d-2a590a9a431f,86,25,417.67,2024-07-13,3a7d496e-49ed-4ec5-af21-661e46b3adeb,2023-09-07,Germany,Throw into new class candidate.,Adult,Female,53,Jaipur,75,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Amoxyclav,0c3f7564-f13a-49ac-9ad5-9aac92afa179,970,47,403.94,2024-04-30,e3100d2d-14ef-46a6-a3fe-33ca0e6ed4d4,2023-03-04,Germany,Official mission recognize evidence use strategy.,Pediatric,Female,50,Delhi,50,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Combiflam,b16dab25-1fda-427f-a853-b9fe36da80e2,723,12,173.58,2025-08-22,b48ab225-b309-4a19-b99c-0f3ec8e4d596,2021-12-18,Germany,Change there pay cut.,Pediatric,Female,57,Hyderabad,82,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,60dd2b26-9fbb-4a6e-8fb7-d1b2f2cc4fa3,906,26,36.31,2029-01-03,c06c582c-9a84-4a50-846d-0aafacfad071,2020-01-07,Switzerland,Wish top name suffer bar rule professor.,Adult,Female,71,Delhi,73,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Cetrizine,d848bfdc-46aa-4381-a320-a98d53e5ade7,563,21,208.7,2025-08-29,8c1db7a9-74b2-41eb-9630-741213fa3a0d,2022-12-15,Switzerland,Per much animal choose wear.,Elderly,Male,89,Delhi,32,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Atorva,1f4f6191-8c93-4367-a3c1-4e19c2b6b831,271,34,369.91,2025-04-23,801fbaff-220f-4752-9188-50c347797c11,2019-07-17,Switzerland,Plan attack image place official word address out.,Elderly,Female,96,Chennai,19,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Dolo-650,5bb000e3-fc03-4066-b950-3bc078a96255,740,11,464.75,2025-01-31,94e0b0b6-f1b6-4044-bcfe-33666c545264,2021-04-21,United States,Forward arm realize relationship reason.,Elderly,Female,67,Hyderabad,43,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,8d204145-7a1b-4187-a933-24f4ddf2b49f,137,28,443.87,2025-12-02,f1b2d754-8a3e-49ae-abec-ecd525909fe2,2021-07-04,India,Never politics admit east plant official affect control.,Adult,Male,68,Hyderabad,73,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,81346433-0089-4e68-afa4-f3e7d0e4051e,419,15,239.91,2027-05-16,8cf1b129-1a43-4420-b19a-d1d9c21f7e67,2023-02-06,United States,Put billion real role suddenly politics.,Pediatric,Female,77,Delhi,14,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Pantocid,bc30f16b-306f-40db-a6ac-e112ddd4d92c,920,7,65.6,2025-09-18,6cb28564-9200-4bf4-a1aa-b415b68643b9,2022-05-07,Germany,Campaign why already dinner.,Elderly,Female,65,Bangalore,38,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Omez,5cc4be9e-885a-4979-a0d2-39a48cb3453c,627,46,361.94,2026-10-23,4511ddd9-f791-4763-ab77-7dc8bb02e6a8,2023-10-16,Germany,Law religious most upon.,Elderly,Female,64,Jaipur,3,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Omez,2cdd0fd9-a728-4d38-a48e-92e32ad356af,302,9,52.93,2028-04-06,76ddf777-445d-4caa-a3bb-d5de0a5c235a,2021-01-30,India,Responsibility effort allow billion.,Elderly,Male,64,Kolkata,99,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Atorva,652ba39f-7969-4f5e-88e1-fa0018904925,333,33,248.8,2028-07-18,a9433ebc-0c3a-424e-8308-d20daaac9d01,2022-11-08,Germany,Small political firm course.,Pediatric,Female,89,Jaipur,65,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Amoxyclav,719ddc8f-7f6c-433a-94b9-e7d64fb25dea,59,8,113.4,2024-12-13,6cd44e43-3481-417e-b04d-bdc2d8ccc5b9,2022-09-01,United States,Health environment middle quickly surface explain include paper.,Pediatric,Male,88,Delhi,40,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Pantocid,07312839-bdcb-44a9-9e1f-c004f58231a1,641,41,175.78,2024-12-12,3e5d4d4a-4bc5-4fd1-870a-14d4d81c31c9,2019-06-09,Germany,Actually marriage itself which board something.,Adult,Female,86,Kolkata,73,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Atorva,381992d5-a300-4b88-accc-533a433ebc96,836,37,239.32,2027-12-14,362dd6e4-e4a7-4b4d-8570-02201513299e,2022-08-07,Switzerland,Coach meeting heart.,Pediatric,Male,98,Mumbai,80,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Combiflam,1936d82c-35d5-452f-874f-121b05405580,11,26,390.99,2026-08-05,91258498-828d-4f0f-9c62-8a5c8467504b,2022-12-16,India,Customer cover side everything hour.,Pediatric,Male,67,Chennai,25,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,760a6a33-e418-4404-8e6f-d9ec954f9307,844,49,438.35,2024-12-20,1cf4aa8f-6c1a-483e-ac11-abd144ed2502,2020-10-15,United States,Once true by alone real.,Adult,Male,85,Chennai,23,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,fbc2c7ca-ca17-4a1a-9287-56d647566d9d,365,41,114.65,2026-10-08,c1fe180a-6248-416d-bb9f-77cf6cd1d7a2,2023-10-27,Switzerland,Hold room economic address current.,Pediatric,Male,72,Surat,25,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Ciplox,ba1bd7ab-2fe3-4519-86de-795e45c98eaa,225,17,465.69,2025-07-25,2f855bd2-c8ba-4f91-adb5-ebfb98904fa6,2022-01-30,India,Response through short trip term.,Pediatric,Male,65,Surat,14,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Dolo-650,882a26f2-9799-4fb7-9930-3a13e60b34cf,749,36,14.15,2027-07-15,b2a30904-2dd9-4cf9-8f38-e0ed877f2a9d,2022-09-05,Germany,Owner could radio everything.,Adult,Male,59,Delhi,24,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Pantocid,a5edfb8b-173f-4023-be06-aeb68a20c383,989,11,391.13,2029-03-01,bc000b7d-f5f2-460d-98f2-3b95aa108338,2020-08-26,India,Book month sign be.,Pediatric,Male,51,Surat,100,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Cetrizine,8b51e6d9-d0e4-4e1d-b4cd-4871dea1064c,287,21,98.89,2027-02-23,ebf24822-c1ab-43a5-8a91-e8b73070a805,2019-05-11,Germany,Actually when day support deep movement analysis.,Elderly,Female,85,Jaipur,29,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Atorva,a4457cc2-d8ca-4bde-8464-f8e3035f33a2,181,14,304.46,2028-01-04,cb517188-83ee-49ac-8d68-442ef328c990,2021-04-17,Switzerland,All television threat leg leave forget.,Adult,Male,87,Surat,38,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,748b2809-caf6-489a-afc9-e5d56203ffc9,263,6,190.31,2026-11-18,dd2c5348-27e9-4bbf-843f-e68b8de6cd96,2021-10-02,Switzerland,School from similar other.,Adult,Male,70,Chennai,100,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Crocin,4184539a-281b-43e7-968a-b2ae45b58e17,995,6,342.11,2027-06-14,56b65ef5-c5a5-49d7-adc3-f077343f1695,2022-06-02,India,Occur hot want task shake author.,Elderly,Male,98,Surat,19,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,5747f076-88b9-454a-9daf-d638f7e17113,17,2,10.03,2025-12-28,a019e892-b3d6-4b3d-9e50-9d1158bd57a7,2022-08-04,India,Life religious oil military.,Pediatric,Male,64,Chennai,100,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Azee,74bf9be5-2a92-462a-a2f3-87300e7e92cd,551,28,241.6,2028-04-14,88d3e11e-1dff-43fe-92bf-d9db37bbf368,2023-07-21,United States,Explain performance development another.,Pediatric,Male,60,Delhi,56,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Crocin,7c5db7c4-72de-429e-931e-a66f44c36e85,674,1,194.18,2026-08-17,4e5b02a7-68d2-4c0c-888c-5dc3b68e88ed,2019-08-14,Switzerland,Along recently number rate.,Adult,Male,74,Pune,52,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,67f61f63-501e-48f6-aad9-4afe46601c2e,889,41,189.24,2024-07-15,2c7d36e7-c98b-4cf1-acc6-afafc9e54d0b,2020-02-10,India,Body beat PM nothing reach live.,Pediatric,Male,63,Mumbai,73,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,81e85899-a2c3-4752-84c6-ebf4ca6c2f00,797,50,63.49,2024-11-11,6d00da8c-4393-40d9-9c78-d9fcad79dfb1,2023-04-08,Germany,Song might particular method.,Pediatric,Female,84,Chennai,72,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,1a413b6a-c9bf-48e6-98f5-d5e78a1d23d6,962,38,350.97,2025-04-20,c03155a9-e34c-46d9-a70c-c78eabf12634,2021-10-04,Germany,Program operation serve action drive son upon.,Adult,Male,89,Pune,8,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Omez,f6d26f2c-9eb1-440a-b10d-10dafc85b05a,800,10,275.22,2026-02-05,4b223fc2-a758-4dd3-8b0a-bb372c7e7f56,2021-09-15,India,Join watch board idea method.,Pediatric,Male,51,Delhi,53,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Atorva,42494ed0-c8f0-4f10-b79f-54e3e660d680,598,2,58.68,2025-03-13,a0db9922-e37b-4f32-91e5-f02d58071880,2020-07-02,United States,Walk radio kind hand lot.,Adult,Female,60,Hyderabad,80,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,35fdfdee-5fa9-47fe-86f7-d42e93569440,109,40,59.88,2024-06-10,d2315d71-d4d3-485a-ac76-053f6539a2d0,2023-09-28,India,Even three argue represent sit offer paper.,Pediatric,Female,55,Chennai,90,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Atorva,1aae3328-e058-40af-b9fa-6db8dcb31ffd,740,46,308.21,2028-11-19,d50efa9c-fda9-4ddb-99fa-f828503b43b1,2021-05-23,United States,Defense think agreement feel election trial affect.,Elderly,Male,86,Mumbai,3,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
